ts,symbol,exchange,bid,ask,mid
2024-10-01 09:30:01.200,BTC-USD,Coinbase,30001.84274215265,30002.646570773635,30002.244656463143
2024-10-01 09:30:01.200,BTC-USD,Gemini,30001.794405933342,30001.789033499903,30001.791719716624
2024-10-01 09:30:01.300,BTC-USD,Coinbase,30000.34700140674,30001.528747367633,30000.937874387186
2024-10-01 09:30:01.300,BTC-USD,Gemini,29999.991140523074,30000.675083843762,30000.33311218342
2024-10-01 09:30:01.400,BTC-USD,Coinbase,29999.47229171999,29999.97596626766,29999.724128993825
2024-10-01 09:30:01.400,BTC-USD,Gemini,30000.041298599088,30000.435807268826,30000.23855293396
2024-10-01 09:30:01.500,BTC-USD,Gemini,29990.791553013496,29994.16870419468,29992.48012860409
2024-10-01 09:30:01.500,BTC-USD,Coinbase,29991.62044441052,29993.295399452214,29992.457921931367
2024-10-01 09:30:01.600,BTC-USD,Coinbase,29994.639324302112,29995.82232267954,29995.230823490827
2024-10-01 09:30:01.600,BTC-USD,Gemini,29994.103141516294,29994.86207578258,29994.482608649436
2024-10-01 09:30:01.700,BTC-USD,Gemini,29996.012781105455,29996.11469767093,29996.06373938819
2024-10-01 09:30:01.700,BTC-USD,Coinbase,29995.392039452392,29996.30841658214,29995.850228017265
2024-10-01 09:30:01.800,BTC-USD,Coinbase,29996.67727610056,29997.767779171565,29997.222527636062
2024-10-01 09:30:01.800,BTC-USD,Gemini,29996.77142032528,29998.333191872756,29997.552306099016
2024-10-01 09:30:01.900,BTC-USD,Gemini,29989.993928702766,29990.18788615875,29990.090907430756
2024-10-01 09:30:01.900,BTC-USD,Coinbase,29989.03393745927,29990.14587249416,29989.589904976714
2024-10-01 09:30:02.000,BTC-USD,Coinbase,29997.47378699079,29998.2130198745,29997.843403432646
2024-10-01 09:30:02.000,BTC-USD,Gemini,29996.81566407911,29997.38905026157,29997.10235717034
2024-10-01 09:30:02.100,BTC-USD,Coinbase,29998.090321348438,29999.13984087142,29998.61508110993
2024-10-01 09:30:02.100,BTC-USD,Gemini,29997.297865362478,29999.967653258158,29998.63275931032
2024-10-01 09:30:02.200,BTC-USD,Coinbase,29995.921990419913,29997.43677236708,29996.679381393496
2024-10-01 09:30:02.200,BTC-USD,Gemini,29995.874461846583,29997.234414044837,29996.55443794571
2024-10-01 09:30:02.300,BTC-USD,Gemini,30006.43708154861,30008.457384853606,30007.447233201106
2024-10-01 09:30:02.300,BTC-USD,Coinbase,30006.155173120067,30007.494311874536,30006.8247424973
2024-10-01 09:30:02.400,BTC-USD,Gemini,30005.00491833688,30007.811103552118,30006.4080109445
2024-10-01 09:30:02.400,BTC-USD,Coinbase,30005.60372787361,30007.591896822385,30006.597812347998
2024-10-01 09:30:02.500,BTC-USD,Gemini,29998.82399935019,29999.81836152191,29999.321180436047
2024-10-01 09:30:02.500,BTC-USD,Coinbase,29998.53286899025,30000.155968714284,29999.344418852266
2024-10-01 09:30:02.600,BTC-USD,Coinbase,29996.44697986126,29998.189579288995,29997.318279575127
2024-10-01 09:30:02.600,BTC-USD,Gemini,29997.353372273104,29998.37248138111,29997.862926827107
2024-10-01 09:30:02.700,BTC-USD,Gemini,29985.187477512052,29985.755242610816,29985.471360061434
2024-10-01 09:30:02.700,BTC-USD,Coinbase,29985.51638301668,29986.237025113856,29985.876704065267
2024-10-01 09:30:02.800,BTC-USD,Gemini,29990.670498553332,29991.91143244257,29991.290965497952
2024-10-01 09:30:02.800,BTC-USD,Coinbase,29990.483399906578,29991.763973717392,29991.123686811985
2024-10-01 09:30:02.900,BTC-USD,Gemini,29987.613940591855,29989.365305540738,29988.489623066296
2024-10-01 09:30:02.900,BTC-USD,Coinbase,29988.608023032648,29989.474607406126,29989.041315219387
2024-10-01 09:30:03.000,BTC-USD,Coinbase,29984.899391877192,29985.757703309533,29985.328547593363
2024-10-01 09:30:03.000,BTC-USD,Gemini,29984.87185009938,29985.990191032837,29985.43102056611
2024-10-01 09:30:03.100,BTC-USD,Coinbase,29990.193987989456,29991.187808513023,29990.69089825124
2024-10-01 09:30:03.100,BTC-USD,Gemini,29990.961895873803,29991.219384026404,29991.090639950104
2024-10-01 09:30:03.200,BTC-USD,Gemini,29981.190827236827,29983.279957042247,29982.235392139537
2024-10-01 09:30:03.200,BTC-USD,Coinbase,29981.758546818615,29983.112493789806,29982.43552030421
2024-10-01 09:30:03.300,BTC-USD,Coinbase,29984.551740607363,29985.673593564316,29985.11266708584
2024-10-01 09:30:03.300,BTC-USD,Gemini,29983.63181851311,29986.18633457992,29984.909076546515
2024-10-01 09:30:03.400,BTC-USD,Coinbase,29974.241943081583,29975.33924305889,29974.790593070236
2024-10-01 09:30:03.400,BTC-USD,Gemini,29975.000036978814,29976.053280388547,29975.52665868368
2024-10-01 09:30:03.500,BTC-USD,Coinbase,29970.955753684575,29972.003839059224,29971.4797963719
2024-10-01 09:30:03.500,BTC-USD,Gemini,29971.314024193034,29971.63221488236,29971.473119537695
2024-10-01 09:30:03.600,BTC-USD,Gemini,29964.498366189797,29967.065323622246,29965.78184490602
2024-10-01 09:30:03.600,BTC-USD,Coinbase,29964.46886103112,29966.448533256684,29965.458697143902
2024-10-01 09:30:03.700,BTC-USD,Coinbase,29972.201756712493,29973.335393847447,29972.76857527997
2024-10-01 09:30:03.700,BTC-USD,Gemini,29971.787603935663,29974.279964085337,29973.0337840105
2024-10-01 09:30:03.800,BTC-USD,Coinbase,29980.66050087109,29982.538258468143,29981.599379669617
2024-10-01 09:30:03.800,BTC-USD,Gemini,29980.25403304975,29981.60565987367,29980.92984646171
2024-10-01 09:30:03.900,BTC-USD,Coinbase,29978.957594091986,29980.947027728118,29979.952310910052
2024-10-01 09:30:03.900,BTC-USD,Gemini,29978.7091010966,29981.62556274461,29980.167331920606
2024-10-01 09:30:04.000,BTC-USD,Coinbase,29983.44011721514,29984.871837026396,29984.15597712077
2024-10-01 09:30:04.000,BTC-USD,Gemini,29982.71249467274,29985.67137417721,29984.191934424976
2024-10-01 09:30:04.100,BTC-USD,Gemini,29981.80050926572,29984.064034754072,29982.932272009893
2024-10-01 09:30:04.100,BTC-USD,Coinbase,29982.27338697271,29984.238703256306,29983.256045114507
2024-10-01 09:30:04.200,BTC-USD,Gemini,29986.050196887027,29987.283480960108,29986.666838923567
2024-10-01 09:30:04.200,BTC-USD,Coinbase,29985.0965199655,29987.096189136795,29986.096354551148
2024-10-01 09:30:04.300,BTC-USD,Coinbase,29981.470917643786,29983.19341949429,29982.33216856904
2024-10-01 09:30:04.300,BTC-USD,Gemini,29980.531696460577,29982.73488580603,29981.6332911333
2024-10-01 09:30:04.400,BTC-USD,Gemini,29972.34701844322,29974.449554415223,29973.39828642922
2024-10-01 09:30:04.400,BTC-USD,Coinbase,29973.00422934102,29974.576715765394,29973.790472553206
2024-10-01 09:30:04.500,BTC-USD,Coinbase,29964.359153209833,29965.190805311777,29964.774979260805
2024-10-01 09:30:04.500,BTC-USD,Gemini,29964.009968654293,29965.05186240777,29964.53091553103
2024-10-01 09:30:04.600,BTC-USD,Coinbase,29966.302842181303,29967.07833485788,29966.690588519592
2024-10-01 09:30:04.600,BTC-USD,Gemini,29965.73526749789,29966.746710230633,29966.24098886426
2024-10-01 09:30:04.700,BTC-USD,Coinbase,29977.638776342683,29978.218351224583,29977.928563783633
2024-10-01 09:30:04.700,BTC-USD,Gemini,29976.98782284244,29978.892467538906,29977.940145190674
2024-10-01 09:30:04.800,BTC-USD,Coinbase,29978.86283986207,29979.688404010274,29979.275621936173
2024-10-01 09:30:04.800,BTC-USD,Gemini,29979.763454618707,29979.15395533099,29979.458704974848
2024-10-01 09:30:04.900,BTC-USD,Gemini,29975.73592961279,29977.494475370106,29976.615202491448
2024-10-01 09:30:04.900,BTC-USD,Coinbase,29976.006468857486,29977.298728820846,29976.652598839166
2024-10-01 09:30:05.000,BTC-USD,Coinbase,29985.634788116535,29986.79059818512,29986.21269315083
2024-10-01 09:30:05.000,BTC-USD,Gemini,29986.352148894857,29986.346137657143,29986.349143276
2024-10-01 09:30:05.100,BTC-USD,Gemini,29987.068075586474,29988.146996123356,29987.607535854913
2024-10-01 09:30:05.100,BTC-USD,Coinbase,29986.583108345945,29988.215296422077,29987.39920238401
2024-10-01 09:30:05.200,BTC-USD,Gemini,29986.789885299742,29989.17504209891,29987.982463699325
2024-10-01 09:30:05.200,BTC-USD,Coinbase,29987.43061688738,29988.38212773276,29987.90637231007
2024-10-01 09:30:05.300,BTC-USD,Gemini,29988.357656143697,29990.420285984637,29989.388971064167
2024-10-01 09:30:05.300,BTC-USD,Coinbase,29988.453846098517,29989.88467587718,29989.16926098785
2024-10-01 09:30:05.400,BTC-USD,Gemini,29988.385181746446,29989.230168490518,29988.80767511848
2024-10-01 09:30:05.400,BTC-USD,Coinbase,29987.986682212068,29989.028067787956,29988.507375000012
2024-10-01 09:30:05.500,BTC-USD,Gemini,29987.161563437847,29988.37511407078,29987.768338754315
2024-10-01 09:30:05.500,BTC-USD,Coinbase,29986.54415692072,29987.37582967342,29986.95999329707
2024-10-01 09:30:05.600,BTC-USD,Coinbase,29978.95322532648,29980.617126607303,29979.785175966892
2024-10-01 09:30:05.600,BTC-USD,Gemini,29978.99668355207,29980.53782013426,29979.767251843165
2024-10-01 09:30:05.700,BTC-USD,Gemini,29982.611699595756,29983.59940588019,29983.105552737972
2024-10-01 09:30:05.700,BTC-USD,Coinbase,29981.82379412393,29982.762799041662,29982.293296582797
2024-10-01 09:30:05.800,BTC-USD,Coinbase,29981.180254414165,29982.45858424703,29981.819419330597
2024-10-01 09:30:05.800,BTC-USD,Gemini,29981.412384778545,29982.419918212447,29981.916151495498
2024-10-01 09:30:05.900,BTC-USD,Coinbase,29987.34650114891,29988.223196735722,29987.784848942316
2024-10-01 09:30:05.900,BTC-USD,Gemini,29986.63145705158,29987.25637919684,29986.94391812421
2024-10-01 09:30:06.000,BTC-USD,Gemini,29985.462757952067,29985.85589453183,29985.65932624195
2024-10-01 09:30:06.000,BTC-USD,Coinbase,29985.2044646874,29986.677048512756,29985.940756600077
2024-10-01 09:30:06.100,BTC-USD,Coinbase,29976.028242024397,29976.78957239045,29976.408907207424
2024-10-01 09:30:06.100,BTC-USD,Gemini,29975.99426514044,29976.50001273484,29976.24713893764
2024-10-01 09:30:06.200,BTC-USD,Coinbase,29975.613800343923,29976.207907751977,29975.91085404795
2024-10-01 09:30:06.200,BTC-USD,Gemini,29974.715984198676,29977.076596398365,29975.896290298522
2024-10-01 09:30:06.300,BTC-USD,Coinbase,29983.68840523689,29985.128675826476,29984.408540531684
2024-10-01 09:30:06.300,BTC-USD,Gemini,29983.963088588585,29985.288755695856,29984.625922142222
2024-10-01 09:30:06.400,BTC-USD,Coinbase,29981.870640142057,29983.112209691993,29982.491424917025
2024-10-01 09:30:06.400,BTC-USD,Gemini,29982.314328073044,29983.45896185008,29982.88664496156
2024-10-01 09:30:06.500,BTC-USD,Gemini,29977.47127696305,29979.377072142182,29978.424174552616
2024-10-01 09:30:06.500,BTC-USD,Coinbase,29977.303904908622,29978.780376315226,29978.042140611924
2024-10-01 09:30:06.600,BTC-USD,Coinbase,29971.76563006811,29972.382731933158,29972.074181000633
2024-10-01 09:30:06.600,BTC-USD,Gemini,29971.98818761229,29971.67407091484,29971.831129263563
2024-10-01 09:30:06.700,BTC-USD,Gemini,29965.07060244587,29967.94006966055,29966.50533605321
2024-10-01 09:30:06.700,BTC-USD,Coinbase,29965.991005151933,29967.65718873858,29966.824096945256
2024-10-01 09:30:06.800,BTC-USD,Coinbase,29965.036895564317,29965.60936095819,29965.323128261254
2024-10-01 09:30:06.800,BTC-USD,Gemini,29966.009438989244,29966.08411067538,29966.046774832314
2024-10-01 09:30:06.900,BTC-USD,Coinbase,29958.455949683146,29960.39048590478,29959.423217793963
2024-10-01 09:30:06.900,BTC-USD,Gemini,29959.154335278676,29959.856520028607,29959.50542765364
2024-10-01 09:30:07.000,BTC-USD,Coinbase,29965.956966545167,29967.865860198737,29966.911413371952
2024-10-01 09:30:07.000,BTC-USD,Gemini,29965.389952638863,29968.506371539668,29966.948162089266
2024-10-01 09:30:07.100,BTC-USD,Coinbase,29964.647567068652,29966.3489073145,29965.498237191576
2024-10-01 09:30:07.100,BTC-USD,Gemini,29965.642172320637,29965.97640504106,29965.809288680848
2024-10-01 09:30:07.200,BTC-USD,Gemini,29965.682839736124,29966.915831613263,29966.299335674696
2024-10-01 09:30:07.200,BTC-USD,Coinbase,29965.55685637998,29966.526101718115,29966.041479049047
2024-10-01 09:30:07.300,BTC-USD,Coinbase,29972.49843384816,29973.966919457278,29973.23267665272
2024-10-01 09:30:07.300,BTC-USD,Gemini,29972.105510038436,29973.781770164136,29972.943640101286
2024-10-01 09:30:07.400,BTC-USD,Coinbase,29979.755391223844,29981.743147285757,29980.7492692548
2024-10-01 09:30:07.400,BTC-USD,Gemini,29980.64217692008,29981.9241670059,29981.28317196299
2024-10-01 09:30:07.500,BTC-USD,Gemini,29979.262702308,29979.70091117734,29979.481806742668
2024-10-01 09:30:07.500,BTC-USD,Coinbase,29978.897816737106,29980.473392102318,29979.685604419712
2024-10-01 09:30:07.600,BTC-USD,Coinbase,29980.600081887133,29982.09086910718,29981.345475497157
2024-10-01 09:30:07.600,BTC-USD,Gemini,29981.04215929159,29982.663225553853,29981.852692422723
2024-10-01 09:30:07.700,BTC-USD,Gemini,29984.723761075664,29984.49224844333,29984.608004759495
2024-10-01 09:30:07.700,BTC-USD,Coinbase,29984.747972782847,29985.29324405524,29985.020608419043
2024-10-01 09:30:07.800,BTC-USD,Gemini,29983.534040520044,29985.169187807933,29984.35161416399
2024-10-01 09:30:07.800,BTC-USD,Coinbase,29983.779076368774,29984.333585865817,29984.056331117295
2024-10-01 09:30:07.900,BTC-USD,Coinbase,29974.44486593593,29975.887667769075,29975.166266852502
2024-10-01 09:30:07.900,BTC-USD,Gemini,29973.921843287048,29976.794610204186,29975.358226745615
2024-10-01 09:30:08.000,BTC-USD,Gemini,29978.64738180444,29978.055784526616,29978.351583165528
2024-10-01 09:30:08.000,BTC-USD,Coinbase,29977.84087734636,29979.038713395676,29978.439795371018
2024-10-01 09:30:08.100,BTC-USD,Gemini,29982.807208541355,29983.73442155164,29983.270815046497
2024-10-01 09:30:08.100,BTC-USD,Coinbase,29982.293747379943,29983.529366410297,29982.91155689512
2024-10-01 09:30:08.200,BTC-USD,Coinbase,29984.59530839587,29985.38283153735,29984.98906996661
2024-10-01 09:30:08.200,BTC-USD,Gemini,29984.078015885,29985.32250262234,29984.70025925367
2024-10-01 09:30:08.300,BTC-USD,Gemini,29979.14683723344,29981.59049736342,29980.36866729843
2024-10-01 09:30:08.300,BTC-USD,Coinbase,29979.892541768917,29980.850151597173,29980.371346683045
2024-10-01 09:30:08.400,BTC-USD,Coinbase,29978.473819352945,29980.30860089006,29979.391210121503
2024-10-01 09:30:08.400,BTC-USD,Gemini,29978.826540420538,29979.43096093233,29979.128750676435
2024-10-01 09:30:08.500,BTC-USD,Coinbase,29975.91364442957,29976.961077624805,29976.437361027187
2024-10-01 09:30:08.500,BTC-USD,Gemini,29976.796994077846,29976.992024974665,29976.894509526253
2024-10-01 09:30:08.600,BTC-USD,Gemini,29974.684632890017,29975.3417727326,29975.013202811308
2024-10-01 09:30:08.600,BTC-USD,Coinbase,29973.960653980215,29975.916955700883,29974.93880484055
2024-10-01 09:30:08.700,BTC-USD,Gemini,29980.465173823093,29981.51528166224,29980.990227742666
2024-10-01 09:30:08.700,BTC-USD,Coinbase,29981.048131215342,29981.798330393023,29981.423230804183
2024-10-01 09:30:08.800,BTC-USD,Gemini,29989.15864775718,29990.325777280326,29989.74221251875
2024-10-01 09:30:08.800,BTC-USD,Coinbase,29988.42229322728,29989.719964715016,29989.071128971147
2024-10-01 09:30:08.900,BTC-USD,Gemini,29992.260076205388,29992.876369974903,29992.568223090144
2024-10-01 09:30:08.900,BTC-USD,Coinbase,29991.68951150874,29993.146928367656,29992.418219938198
2024-10-01 09:30:09.000,BTC-USD,Coinbase,29994.3973754302,29995.92651564398,29995.16194553709
2024-10-01 09:30:09.000,BTC-USD,Gemini,29995.015970541266,29996.435986699806,29995.725978620536
2024-10-01 09:30:09.100,BTC-USD,Gemini,29997.862975004762,29999.089613408276,29998.47629420652
2024-10-01 09:30:09.100,BTC-USD,Coinbase,29997.69100900954,29999.39917196019,29998.545090484866
2024-10-01 09:30:09.200,BTC-USD,Gemini,29997.38321601976,29999.256017174597,29998.31961659718
2024-10-01 09:30:09.200,BTC-USD,Coinbase,29997.666687791094,29999.301071312573,29998.483879551834
2024-10-01 09:30:09.300,BTC-USD,Gemini,29997.96720433031,29999.838247950065,29998.902726140186
2024-10-01 09:30:09.300,BTC-USD,Coinbase,29997.242106301084,29998.969018187716,29998.1055622444
2024-10-01 09:30:09.400,BTC-USD,Gemini,29994.4992142694,29995.38062729899,29994.939920784193
2024-10-01 09:30:09.400,BTC-USD,Coinbase,29994.443012081145,29995.031660533896,29994.73733630752
2024-10-01 09:30:09.500,BTC-USD,Gemini,29993.290460084372,29995.483392723403,29994.386926403888
2024-10-01 09:30:09.500,BTC-USD,Coinbase,29994.14735161022,29994.768646504315,29994.457999057267
2024-10-01 09:30:09.600,BTC-USD,Gemini,30005.417768178024,30006.494253836212,30005.956011007118
2024-10-01 09:30:09.600,BTC-USD,Coinbase,30005.407906412624,30006.10756156818,30005.757733990402
2024-10-01 09:30:09.700,BTC-USD,Coinbase,30009.704426094402,30010.501435178936,30010.10293063667
2024-10-01 09:30:09.700,BTC-USD,Gemini,30009.728256126593,30009.90486078715,30009.81655845687
2024-10-01 09:30:09.800,BTC-USD,Gemini,30007.13774512169,30010.16749256726,30008.652618844477
2024-10-01 09:30:09.800,BTC-USD,Coinbase,30007.603712621854,30009.18097841722,30008.392345519536
2024-10-01 09:30:09.900,BTC-USD,Gemini,30005.2660611122,30007.25429956805,30006.260180340127
2024-10-01 09:30:09.900,BTC-USD,Coinbase,30005.379303923746,30006.68612059399,30006.032712258868
2024-10-01 09:30:10.000,BTC-USD,Coinbase,30000.930063835785,30002.49046076609,30001.710262300938
2024-10-01 09:30:10.000,BTC-USD,Gemini,30001.045967945618,30001.796602006467,30001.421284976044
2024-10-01 09:30:10.100,BTC-USD,Coinbase,30002.882735118765,30004.281492980488,30003.582114049626
2024-10-01 09:30:10.100,BTC-USD,Gemini,30002.199398852754,30005.01141494333,30003.60540689804
2024-10-01 09:30:10.200,BTC-USD,Coinbase,30004.87007465002,30006.20961038426,30005.53984251714
2024-10-01 09:30:10.200,BTC-USD,Gemini,30005.588115472587,30006.639398350886,30006.113756911735
2024-10-01 09:30:10.300,BTC-USD,Coinbase,29997.934965570188,29998.713502894083,29998.324234232135
2024-10-01 09:30:10.300,BTC-USD,Gemini,29998.522960909082,29999.015245328155,29998.76910311862
2024-10-01 09:30:10.400,BTC-USD,Coinbase,29999.860744894017,30001.65107554267,30000.755910218344
2024-10-01 09:30:10.400,BTC-USD,Gemini,29998.884532769625,30001.305077518755,30000.09480514419
2024-10-01 09:30:10.500,BTC-USD,Coinbase,29997.07892358308,29998.73817414842,29997.90854886575
2024-10-01 09:30:10.500,BTC-USD,Gemini,29997.551006113976,29997.78241237632,29997.666709245146
2024-10-01 09:30:10.600,BTC-USD,Coinbase,30004.225148957943,30005.85916034005,30005.042154648996
2024-10-01 09:30:10.600,BTC-USD,Gemini,30005.069554883485,30005.881336577524,30005.475445730503
2024-10-01 09:30:10.700,BTC-USD,Coinbase,30004.877551737547,30006.77519739749,30005.826374567518
2024-10-01 09:30:10.700,BTC-USD,Gemini,30005.54908861347,30006.643646384782,30006.096367499125
2024-10-01 09:30:10.800,BTC-USD,Coinbase,30013.868435380227,30014.96161425141,30014.41502481582
2024-10-01 09:30:10.800,BTC-USD,Gemini,30012.979521200206,30014.053005311132,30013.516263255668
2024-10-01 09:30:10.900,BTC-USD,Coinbase,30011.55797355709,30012.690808145682,30012.124390851386
2024-10-01 09:30:10.900,BTC-USD,Gemini,30012.189410274925,30012.27361083355,30012.231510554237
2024-10-01 09:30:11.000,BTC-USD,Coinbase,30010.081151285456,30011.28779175211,30010.684471518784
2024-10-01 09:30:11.000,BTC-USD,Gemini,30010.01739727328,30011.611700873946,30010.814549073613
2024-10-01 09:30:11.100,BTC-USD,Coinbase,30011.671227420404,30012.69579913986,30012.18351328013
2024-10-01 09:30:11.100,BTC-USD,Gemini,30011.203516200378,30012.096988326593,30011.650252263484
2024-10-01 09:30:11.200,BTC-USD,Coinbase,30016.82984508267,30018.096664469238,30017.463254775954
2024-10-01 09:30:11.200,BTC-USD,Gemini,30017.778464495008,30018.408239312954,30018.093351903983
2024-10-01 09:30:11.300,BTC-USD,Coinbase,30019.57299986312,30021.01233457506,30020.29266721909
2024-10-01 09:30:11.300,BTC-USD,Gemini,30020.008325092218,30021.724930886667,30020.866627989442
2024-10-01 09:30:11.400,BTC-USD,Coinbase,30013.43448379478,30014.815611206133,30014.125047500456
2024-10-01 09:30:11.400,BTC-USD,Gemini,30012.96375543502,30015.25703890962,30014.11039717232
2024-10-01 09:30:11.500,BTC-USD,Coinbase,30014.657227641426,30015.421874375632,30015.03955100853
2024-10-01 09:30:11.500,BTC-USD,Gemini,30015.109261283822,30015.665330279924,30015.387295781875
2024-10-01 09:30:11.600,BTC-USD,Coinbase,30014.356870490174,30015.944678912292,30015.150774701233
2024-10-01 09:30:11.600,BTC-USD,Gemini,30014.647282392318,30015.93998598912,30015.29363419072
2024-10-01 09:30:11.700,BTC-USD,Coinbase,30012.702483244117,30013.308380222785,30013.00543173345
2024-10-01 09:30:11.700,BTC-USD,Gemini,30012.58206448894,30013.715846323503,30013.14895540622
2024-10-01 09:30:11.800,BTC-USD,Coinbase,30009.359493461357,30010.17031707662,30009.76490526899
2024-10-01 09:30:11.800,BTC-USD,Gemini,30008.756845326698,30009.60351302226,30009.18017917448
2024-10-01 09:30:11.900,BTC-USD,Coinbase,30017.955279753325,30019.05030317814,30018.502791465733
2024-10-01 09:30:11.900,BTC-USD,Gemini,30018.326928385686,30019.233151510107,30018.780039947895
2024-10-01 09:30:12.000,BTC-USD,Coinbase,30015.680766187845,30017.420951930002,30016.550859058923
2024-10-01 09:30:12.000,BTC-USD,Gemini,30016.354985785776,30016.52717446059,30016.441080123182
2024-10-01 09:30:12.100,BTC-USD,Coinbase,30011.88220886625,30012.76028288032,30012.321245873285
2024-10-01 09:30:12.100,BTC-USD,Gemini,30012.828287036107,30011.903130429695,30012.3657087329
2024-10-01 09:30:12.200,BTC-USD,Gemini,30015.087762036605,30015.73961431954,30015.413688178072
2024-10-01 09:30:12.200,BTC-USD,Coinbase,30014.63621126366,30016.37740881104,30015.50681003735
2024-10-01 09:30:12.300,BTC-USD,Gemini,30015.139526166095,30015.856453198652,30015.49798968237
2024-10-01 09:30:12.300,BTC-USD,Coinbase,30015.474481870766,30016.845367976555,30016.15992492366
2024-10-01 09:30:12.400,BTC-USD,Gemini,30014.18053055767,30017.071254359096,30015.62589245838
2024-10-01 09:30:12.400,BTC-USD,Coinbase,30015.006517764876,30016.555193419383,30015.78085559213
2024-10-01 09:30:12.500,BTC-USD,Gemini,30019.20904289027,30020.894525036572,30020.05178396342
2024-10-01 09:30:12.500,BTC-USD,Coinbase,30019.21510778882,30020.159621505947,30019.687364647383
2024-10-01 09:30:12.600,BTC-USD,Gemini,30021.858209453338,30023.387376987015,30022.622793220176
2024-10-01 09:30:12.600,BTC-USD,Coinbase,30021.15219680926,30023.108786644432,30022.130491726846
2024-10-01 09:30:12.700,BTC-USD,Gemini,30022.963591781725,30024.484614508016,30023.724103144872
2024-10-01 09:30:12.700,BTC-USD,Coinbase,30023.203221430802,30024.6796620324,30023.9414417316
2024-10-01 09:30:12.800,BTC-USD,Gemini,30029.259030357272,30029.60946059533,30029.434245476303
2024-10-01 09:30:12.800,BTC-USD,Coinbase,30028.45209446032,30029.072793846797,30028.76244415356
2024-10-01 09:30:12.900,BTC-USD,Coinbase,30029.32586504295,30031.035387502518,30030.180626272733
2024-10-01 09:30:12.900,BTC-USD,Gemini,30030.06621933786,30030.550441024145,30030.308330181004
2024-10-01 09:30:13.000,BTC-USD,Gemini,30027.217634345652,30027.493062614296,30027.355348479974
2024-10-01 09:30:13.000,BTC-USD,Coinbase,30026.495554112968,30027.696478941594,30027.09601652728
2024-10-01 09:30:13.100,BTC-USD,Coinbase,30024.408517168933,30026.160693601432,30025.284605385183
2024-10-01 09:30:13.100,BTC-USD,Gemini,30023.555835766343,30026.824867767213,30025.190351766778
2024-10-01 09:30:13.200,BTC-USD,Gemini,30021.664594168113,30024.1679571278,30022.916275647956
2024-10-01 09:30:13.200,BTC-USD,Coinbase,30021.904305325403,30023.45518209192,30022.67974370866
2024-10-01 09:30:13.300,BTC-USD,Coinbase,30022.753687940847,30024.703020046236,30023.72835399354
2024-10-01 09:30:13.300,BTC-USD,Gemini,30023.7372800895,30024.639983044806,30024.18863156715
2024-10-01 09:30:13.400,BTC-USD,Coinbase,30017.40654452187,30019.27031452271,30018.33842952229
2024-10-01 09:30:13.400,BTC-USD,Gemini,30016.545959117717,30018.51730871034,30017.531633914026
2024-10-01 09:30:13.500,BTC-USD,Coinbase,30008.426440992454,30009.92615838484,30009.176299688646
